Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Accel Position (%),Baro Pressure (psi),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Lrn (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Economy (mpg),Fuel Pump Duty (%),Gear Position (Gear),Idle Airflow (g/s),Idle Spd Target (RPM),Idle Speed Error (RPM),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),Man Abs Press (psi),RPM (RPM),RPM Delta (RPM),Req Torque (Nm),SI Drive Mode (raw),TD Boost Error (psi),Target Boost Final Rel SL (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-003 v1.7.4.1-17436][2014 USDM Impreza WRX STI COBB Custom Features][Reflash: Mehtaab 2014 STI AP base map.ptm - Realtime: Mehtaab 2014 STI AP base map.ptm]
1371.609,-11.72,0.00,0.00,14.59,0.88,3.9,14.36,-8.97,0.41,off,14.54,183,1.000,10.00,0.00,0.00,14.3,33.3,2,7.63,800,228,45.50,4.01,91,12.65,1.74,5.39,1888,1,9.01,3,9.53,0.23,8.6,16,0.00,0
1371.778,-7.03,0.00,0.00,14.70,0.88,4.7,14.36,-8.96,0.40,off,14.55,183,1.000,10.00,0.00,0.00,14.6,33.3,2,7.65,800,228,45.00,4.05,91,12.65,1.74,5.34,1888,-3,10.05,3,9.63,0.23,8.6,16,0.00,0
1371.961,-8.59,0.00,0.00,14.13,0.88,3.5,14.36,-9.02,0.40,off,14.56,183,1.000,10.00,0.00,0.00,14.1,33.3,2,7.64,800,228,45.00,4.02,91,12.49,1.74,5.28,1900,8,9.00,3,9.61,0.23,8.6,16,0.00,0
1372.134,-10.94,0.00,0.00,14.01,0.88,4.3,14.36,-9.04,0.39,off,14.56,181,1.000,10.00,0.00,0.00,14.1,33.3,2,7.69,800,228,46.00,4.01,91,12.48,1.72,5.28,1879,-0,9.61,3,9.65,0.23,8.6,16,0.00,0
1372.312,-11.72,0.00,0.00,14.24,0.89,3.9,14.36,-9.07,0.39,off,14.56,181,1.000,10.00,0.00,0.00,14.3,33.3,2,7.68,800,228,45.00,4.12,91,12.33,1.72,5.28,1929,1,9.15,3,9.66,0.23,8.6,16,0.00,0
1372.485,-12.50,0.00,0.00,14.36,0.89,4.3,14.36,-9.09,0.39,off,14.56,181,1.000,10.00,0.00,0.00,15.1,33.3,2,7.68,800,228,46.00,4.03,91,12.40,1.74,5.24,1908,6,10.00,3,9.68,0.23,8.6,17,0.00,0
1372.668,-11.72,0.00,0.00,14.47,0.89,4.3,14.36,-9.08,0.38,off,14.56,181,1.000,10.00,0.00,0.00,15.3,33.3,2,7.76,800,228,46.50,4.12,91,12.39,1.72,5.22,1912,-9,8.98,3,9.67,0.23,8.6,17,0.00,0
1372.848,-11.72,0.00,0.00,14.59,0.89,4.3,14.36,-9.04,0.39,off,14.56,181,1.000,10.00,0.00,0.00,15.3,33.3,2,7.68,800,228,45.50,4.11,91,12.44,1.74,5.26,1926,-3,9.36,3,9.67,0.23,8.6,16,0.00,0
1373.025,-10.94,0.00,0.00,14.70,0.89,3.9,14.36,-9.09,0.39,off,14.56,181,1.000,10.00,0.00,0.00,15.5,33.3,2,7.66,800,228,45.50,4.08,91,12.37,1.74,5.20,1911,8,9.73,3,9.72,0.23,8.6,17,0.00,0
1373.195,-11.72,0.00,0.00,14.59,0.89,3.9,14.36,-9.12,0.38,off,14.56,181,1.000,10.00,0.00,0.00,15.3,33.3,2,7.76,800,228,47.00,3.74,91,12.35,1.70,5.18,1932,-6,8.48,3,9.74,0.23,8.6,17,0.00,0
1373.374,-11.72,0.00,0.00,14.59,0.89,3.9,14.36,-9.15,0.38,off,14.56,181,1.000,10.00,0.00,0.00,15.5,33.3,2,7.77,800,228,46.50,4.15,91,12.22,1.70,5.18,1946,-4,9.17,3,9.78,0.23,8.2,17,0.00,0
1373.552,-10.94,0.00,0.00,14.59,0.89,3.9,14.36,-9.23,0.37,off,14.56,181,1.000,10.00,0.00,0.00,16.0,33.3,2,7.78,800,228,46.50,3.72,91,12.02,1.74,5.10,1950,6,8.54,3,9.83,0.23,8.2,17,0.00,0
1373.729,-10.94,0.00,0.00,14.59,0.88,4.3,14.36,-9.26,0.36,off,14.56,181,1.000,10.00,0.00,0.00,15.8,33.3,2,7.82,800,228,47.50,3.75,91,11.97,1.74,5.07,1952,3,8.64,3,9.87,0.23,8.2,17,0.00,0
1373.908,-10.94,0.00,0.00,14.59,0.88,3.9,14.36,-9.26,0.36,off,14.56,181,1.000,10.00,0.00,0.00,16.0,33.3,2,7.78,800,228,47.50,3.77,91,11.94,1.72,5.05,1953,-3,8.41,3,9.89,0.23,8.2,17,0.00,0
1374.083,-10.16,0.00,0.00,14.70,0.88,4.3,14.36,-9.30,0.36,off,14.56,181,1.000,10.00,0.00,0.00,16.5,33.3,2,7.78,800,228,47.50,3.75,91,11.87,1.72,5.01,1952,-4,8.62,3,9.94,0.23,8.2,17,0.00,0
1374.263,-10.16,0.00,0.00,14.59,0.88,3.9,14.36,-9.35,0.36,off,14.56,183,1.000,10.00,0.00,0.00,16.2,33.3,2,7.85,800,228,47.50,3.77,91,11.69,1.74,4.99,1977,-2,8.41,3,9.94,0.23,8.2,17,0.00,0
1374.432,-10.16,0.00,0.00,14.59,0.88,3.9,14.36,-9.37,0.36,off,14.56,183,1.000,10.00,0.00,0.00,16.2,33.3,2,7.84,800,228,48.00,3.75,91,11.69,1.72,4.99,1962,3,9.00,3,9.94,0.23,8.6,17,0.00,0
1374.611,-10.16,0.00,0.00,14.70,0.88,3.9,14.36,-9.35,0.36,off,14.56,183,1.000,10.00,0.00,0.00,16.2,33.3,2,7.83,800,228,47.50,3.78,91,11.73,1.70,4.97,1971,2,9.22,3,9.95,0.23,8.6,17,0.00,0
1374.787,-9.38,0.00,0.00,14.70,0.88,3.9,14.36,-9.35,0.36,off,14.55,183,1.000,10.00,0.00,0.00,16.2,33.3,2,7.83,800,228,48.00,3.80,91,11.76,1.76,5.03,1971,-2,9.25,3,9.90,0.23,8.6,17,0.00,0
1374.970,-9.38,0.00,0.00,14.70,0.88,3.9,14.36,-9.32,0.36,off,14.55,183,1.000,10.00,0.00,0.00,16.2,33.3,2,7.87,800,228,48.00,3.80,91,11.83,1.72,5.05,1972,-3,8.76,3,9.89,0.23,8.6,17,0.00,0
1375.141,-8.59,0.00,0.00,14.70,0.88,4.3,14.36,-9.31,0.36,off,14.55,183,1.000,10.00,0.00,0.00,16.7,33.3,2,7.85,800,228,47.50,3.84,91,11.86,1.72,5.03,1998,-2,8.59,3,9.90,0.23,8.6,17,0.00,0
1375.321,-8.59,0.00,0.00,14.70,0.87,3.9,14.36,-9.37,0.35,off,14.55,183,1.000,10.00,0.00,0.00,16.9,33.3,2,7.88,800,228,48.50,3.76,91,11.76,1.72,4.99,1969,0,8.90,3,9.94,0.23,8.6,17,0.00,0
1375.500,-8.59,0.00,0.00,14.59,0.87,4.3,14.36,-9.35,0.36,off,14.56,183,1.000,10.00,0.00,0.00,16.7,33.3,2,7.88,800,228,48.00,3.82,91,11.76,1.74,4.99,2000,6,9.52,3,9.99,0.23,8.6,17,0.00,0
1375.672,-7.81,0.00,0.00,14.59,0.87,3.9,14.36,-9.40,0.35,off,14.55,183,1.000,10.00,0.00,0.00,16.7,33.3,2,7.97,800,228,48.50,3.87,93,11.71,1.74,4.95,2016,5,8.31,3,10.02,0.23,8.6,17,0.00,0
1375.858,-7.81,0.00,0.00,14.59,0.87,3.9,14.36,-9.43,0.35,off,14.56,183,1.000,10.00,0.00,0.00,16.9,33.3,2,7.91,800,228,48.50,3.80,93,11.63,1.68,4.91,1980,6,7.52,3,10.01,0.23,8.2,17,0.00,0
1376.030,-7.81,0.00,0.00,14.59,0.87,3.1,14.36,-9.42,0.35,off,14.55,183,1.000,10.00,0.00,0.00,17.2,33.3,2,7.94,800,228,48.50,3.86,93,11.59,1.72,4.85,2009,8,8.41,3,10.07,0.23,8.2,17,0.00,0
1376.202,-7.81,0.00,0.00,14.59,0.87,3.9,14.36,-9.55,0.33,off,14.56,183,1.000,10.00,0.00,0.00,17.6,33.3,2,8.00,800,228,48.50,3.89,93,11.27,1.70,4.72,2026,5,7.26,3,10.22,0.23,8.2,17,0.00,0
1376.385,-7.81,0.00,0.00,14.47,0.86,3.9,14.36,-9.64,0.32,off,14.56,183,1.000,10.00,0.00,0.00,18.1,33.3,2,7.98,800,228,48.50,3.86,93,10.99,1.70,4.68,1996,3,7.93,3,10.23,0.23,8.2,17,0.00,0
1376.563,-7.81,0.00,0.00,14.59,0.86,3.9,14.36,-9.61,0.33,off,14.56,183,1.000,10.00,0.00,0.00,17.9,33.3,2,7.91,800,228,48.50,3.85,93,10.94,1.68,4.74,1997,-3,7.71,3,10.17,0.23,8.2,17,0.00,0
1376.739,-7.03,0.00,0.00,14.70,0.86,3.5,14.36,-9.58,0.33,off,14.56,183,1.000,10.00,0.00,0.00,17.9,33.3,2,7.91,800,228,48.50,3.94,93,11.12,1.72,4.74,2040,1,7.31,3,10.19,0.23,8.2,17,0.00,0
1376.910,-6.25,0.00,0.00,14.70,0.86,3.9,14.36,-9.64,0.32,off,14.56,183,1.000,10.00,0.00,0.00,17.9,33.3,2,7.74,800,228,48.50,4.03,93,11.11,1.74,4.64,2082,-0,6.75,3,10.29,0.23,7.8,17,0.00,0
1377.088,-6.25,0.00,0.00,14.59,0.85,2.4,14.36,-9.72,0.32,off,14.56,183,1.000,10.00,0.00,0.00,18.6,33.3,2,6.79,800,228,48.50,3.91,93,10.74,1.58,4.58,2023,-1,6.84,3,10.58,0.23,6.7,17,0.00,0
1377.268,-6.25,0.00,0.00,14.47,0.85,3.1,14.36,-10.11,0.27,off,14.58,183,1.000,10.00,0.00,0.00,20.9,33.3,2,6.91,800,228,48.50,3.55,93,9.67,1.64,4.10,2070,7,6.25,3,10.84,0.23,7.5,18,0.00,0
1377.448,-9.38,0.00,0.00,14.01,0.85,2.7,14.36,-10.26,0.27,off,14.59,183,1.000,10.00,0.00,0.00,21.2,33.3,2,6.89,800,228,48.50,3.45,93,9.23,1.66,4.10,2022,1,6.83,3,10.81,0.23,7.1,18,0.00,0
1377.621,-9.38,0.00,0.00,14.36,0.85,2.7,14.36,-10.25,0.27,off,14.58,183,1.000,10.00,0.00,0.00,21.9,33.3,2,6.82,800,228,48.50,3.47,93,9.18,1.64,4.06,2031,7,6.75,3,10.85,0.23,7.1,18,0.00,0
1377.803,-8.59,0.00,0.00,14.70,0.85,3.5,14.36,-10.27,0.26,off,14.57,183,1.000,10.00,0.00,0.00,22.8,33.3,2,6.99,800,228,48.50,3.54,93,9.14,1.66,4.02,2072,4,6.75,3,10.93,0.23,7.5,18,0.00,0
1377.977,-7.03,0.00,0.00,14.81,0.85,3.5,14.36,-10.34,0.26,off,14.57,183,1.000,10.00,0.00,0.00,23.1,33.3,2,6.96,800,228,49.00,3.53,93,8.99,1.68,4.04,2078,1,7.26,3,10.90,0.23,7.5,18,0.00,0
1378.149,-5.47,0.00,0.00,14.93,0.85,3.1,14.36,-10.29,0.27,off,14.57,183,1.000,10.00,0.00,0.00,22.6,33.3,2,6.93,800,228,49.00,3.48,93,9.10,1.66,4.08,2052,2,6.56,3,10.85,0.23,7.5,18,0.00,0
1378.326,-4.69,0.00,0.00,15.04,0.85,3.9,14.36,-10.20,0.27,off,14.56,183,1.000,10.00,0.00,0.00,22.6,33.3,2,6.88,800,228,48.50,3.52,93,9.36,1.66,4.10,2082,0,7.27,3,10.82,0.23,7.5,18,0.00,0
1378.507,-3.12,0.00,0.00,14.93,0.85,3.9,14.36,-10.25,0.27,off,14.56,183,1.000,10.00,0.00,0.00,22.6,33.3,2,6.99,800,228,48.50,3.57,93,9.28,1.66,4.08,2090,-3,6.56,3,10.86,0.23,7.5,18,0.00,0
1378.687,-3.91,0.00,0.00,14.70,0.85,3.1,14.36,-10.29,0.26,off,14.56,183,1.000,10.00,0.00,0.00,22.3,33.3,2,7.02,800,228,49.00,3.58,93,9.17,1.66,4.04,2078,-7,6.60,3,10.91,0.23,7.5,18,0.00,0
1378.867,-3.91,0.00,0.00,14.47,0.84,3.1,14.36,-10.32,0.26,off,14.56,183,1.000,10.00,0.00,0.00,22.3,33.3,2,6.98,800,228,49.00,3.59,93,9.07,1.66,4.04,2088,-4,6.23,3,10.90,0.23,7.5,18,0.00,0
1379.041,-3.91,0.00,0.00,14.70,0.84,3.1,14.36,-10.28,0.26,off,14.56,183,1.000,10.00,0.00,0.00,22.6,33.3,2,7.01,800,228,49.00,3.57,93,9.11,1.64,4.00,2089,8,5.98,3,10.92,0.23,7.1,18,0.00,0
1379.219,-3.12,0.00,0.00,14.70,0.84,2.7,14.36,-10.35,0.26,off,14.56,183,1.000,10.00,0.00,0.00,22.8,33.3,2,7.01,800,228,49.00,3.58,93,8.98,1.64,3.93,2108,4,5.69,3,11.01,0.23,7.1,18,0.00,0
1379.390,-3.91,0.00,0.00,14.47,0.85,2.7,14.36,-10.46,0.25,off,14.56,183,1.000,10.00,0.00,0.00,23.1,33.3,2,7.03,800,228,49.00,3.57,93,8.80,1.62,3.87,2101,-5,4.84,3,11.08,0.23,6.7,18,0.00,0
1379.565,-3.91,0.00,0.00,14.36,0.84,2.7,14.36,-10.51,0.25,off,14.56,183,1.000,10.00,0.00,0.00,23.8,33.3,2,7.02,800,228,49.00,3.58,93,8.60,1.62,3.77,2096,-5,5.55,3,11.16,0.23,6.7,18,0.00,0
1379.744,-4.69,0.00,0.00,14.36,0.84,2.7,14.36,-10.60,0.24,off,14.56,183,1.000,10.00,0.00,0.00,23.5,33.3,2,6.99,800,228,48.50,3.63,93,8.36,1.64,3.73,2117,-1,5.17,3,11.20,0.23,7.1,18,0.00,0
1379.920,-4.69,0.00,0.00,14.47,0.84,2.7,14.36,-10.57,0.24,off,14.56,183,1.000,10.00,0.00,0.00,24.0,33.3,2,7.06,800,228,49.00,3.60,93,8.69,1.62,3.75,2109,3,5.17,3,11.18,0.23,7.1,18,0.00,0
1380.099,-4.69,0.00,0.00,14.47,0.85,2.4,14.36,-10.60,0.24,off,14.56,183,1.000,10.00,0.00,0.00,23.8,33.3,2,7.11,800,228,49.00,3.16,93,8.46,1.62,3.73,2131,5,5.17,3,11.22,0.23,6.7,18,0.00,0
1380.273,-4.69,0.00,0.00,14.59,0.85,2.4,14.36,-10.66,0.24,off,14.56,183,1.000,10.00,0.00,0.00,24.7,33.3,2,7.14,800,228,49.00,3.18,95,8.53,1.64,3.64,2131,-5,3.94,3,11.30,0.23,6.7,18,0.00,0
1380.450,-4.69,0.00,0.00,14.47,0.85,0.4,14.36,-10.71,0.23,off,14.56,183,1.000,10.00,0.00,0.00,24.9,33.3,2,7.07,800,228,49.00,3.17,95,8.34,1.58,3.58,2110,-5,2.62,3,11.35,0.23,5.9,18,0.00,0
1380.629,-6.25,0.00,0.00,14.36,0.84,0.0,14.36,-10.83,0.23,off,14.56,183,1.000,10.00,0.00,0.00,24.9,33.3,2,7.02,800,228,46.50,3.13,95,8.02,1.54,3.54,2094,3,1.30,3,11.39,0.23,5.9,18,0.00,0
1380.813,-8.59,0.00,0.00,13.78,0.84,0.0,14.36,-10.83,0.22,off,14.56,183,1.000,10.00,0.00,0.00,24.7,33.3,2,7.09,800,1303,44.00,3.12,95,7.91,1.54,3.48,2103,3,0.00,3,11.44,0.23,5.5,18,0.00,0
1380.986,-12.50,0.00,0.00,13.44,0.84,0.0,14.36,-10.86,0.22,off,14.56,183,1.000,10.00,0.00,0.00,24.2,33.3,2,6.99,800,1290,31.50,3.12,95,7.81,1.52,3.48,2098,-3,0.00,3,11.46,0.23,5.5,18,0.00,0
1381.164,-14.06,0.00,0.00,13.55,0.85,0.0,14.36,-10.88,0.22,off,14.56,183,1.000,10.00,0.00,0.00,24.7,33.3,2,6.99,800,1292,28.50,3.13,95,7.80,1.52,3.48,2098,-6,0.00,3,11.46,0.23,5.5,18,0.00,0
1381.337,0.00,0.00,0.00,13.90,0.86,0.0,14.36,-10.90,0.22,off,14.56,183,1.000,10.00,0.00,0.00,25.9,33.3,2,6.93,800,1266,26.00,0.00,95,7.67,1.52,3.48,2064,-2,0.00,3,11.46,0.23,5.5,18,0.00,0
1381.514,0.00,0.00,0.00,14.70,0.88,0.0,14.36,-10.82,0.23,off,14.56,183,1.000,10.00,0.00,0.00,26.8,33.3,2,6.94,800,1263,24.00,0.00,95,7.78,1.52,3.48,2051,-6,0.00,3,11.44,0.23,5.5,18,0.00,0
1381.695,0.00,0.00,0.00,14.70,0.89,0.0,14.36,-10.85,0.22,off,14.56,183,1.000,10.00,0.00,0.00,26.3,33.3,2,6.95,800,1267,24.00,0.00,95,7.72,1.52,3.48,2035,3,0.00,3,11.36,0.23,5.5,18,0.00,0
1381.872,0.00,0.00,0.00,15.16,0.90,0.0,14.36,-10.73,0.24,off,14.55,183,1.000,10.00,0.00,0.00,26.1,33.3,2,6.88,800,1252,24.00,0.00,95,7.96,1.50,3.62,2046,-1,0.00,3,11.32,0.23,5.5,17,0.00,0
1382.047,0.00,0.00,0.00,17.11,0.89,0.0,14.36,-10.69,0.24,off,14.55,183,1.000,10.00,0.00,0.00,29.2,33.3,2,6.84,800,1226,24.00,0.00,95,8.01,1.50,3.62,2031,5,0.00,3,11.31,0.23,5.1,17,0.00,0
1382.221,0.00,0.00,0.00,18.49,0.89,0.0,14.36,-10.56,0.25,off,14.55,183,1.000,10.00,0.00,0.00,30.3,33.3,2,6.77,800,1210,24.00,0.00,95,8.31,1.52,3.93,1996,3,0.00,3,11.01,0.23,5.1,17,0.00,0
1382.399,0.00,0.00,0.00,20.44,0.88,0.0,14.36,-10.37,0.26,off,14.55,183,1.000,10.00,0.00,0.00,31.3,33.3,2,6.78,800,1209,24.00,0.00,95,8.75,1.52,4.00,1979,-10,0.00,3,10.91,0.23,5.1,17,0.00,0
1382.574,0.00,0.00,0.00,20.44,0.88,0.0,14.36,-10.32,0.27,off,14.55,183,1.000,10.00,0.00,0.00,31.3,33.3,2,6.69,800,1179,24.00,0.00,95,8.80,1.50,4.04,1990,-5,0.00,3,10.89,0.23,5.1,17,0.00,0
1382.753,0.00,0.00,0.00,20.44,0.83,0.0,14.36,-10.33,0.27,off,14.55,183,1.000,10.00,0.00,0.00,29.9,33.3,2,6.60,800,1154,24.00,0.00,95,8.80,1.50,4.06,1966,-1,0.00,3,10.89,0.23,5.1,17,0.00,0
1382.931,0.00,0.00,0.00,20.44,0.25,0.0,14.36,-10.34,0.27,off,14.56,183,1.000,10.00,0.00,0.00,30.3,33.3,2,6.62,800,1147,24.00,0.00,95,8.85,1.48,4.00,1946,3,0.00,3,10.92,0.23,5.1,17,0.00,0
1383.105,0.00,0.00,0.00,20.44,0.02,0.0,14.36,-10.34,0.27,off,12.15,183,1.000,10.00,0.00,0.00,30.3,33.3,2,6.62,800,1143,24.00,0.00,95,8.71,1.48,4.00,1923,-1,0.00,3,10.95,0.23,5.1,17,0.00,0
1383.288,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.33,0.27,off,12.15,183,1.000,10.00,0.00,0.00,30.3,33.3,2,6.56,800,1125,24.00,0.00,95,8.71,1.48,4.00,1938,-5,0.00,3,10.93,0.23,5.1,17,0.00,0
1383.468,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.32,0.27,off,12.15,183,1.000,10.00,0.00,0.00,30.3,33.3,2,6.51,800,1111,24.00,0.00,95,8.72,1.48,4.00,1913,4,0.00,3,10.92,0.23,5.1,16,0.00,0
1383.638,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.31,0.27,off,12.15,183,1.000,10.00,0.00,0.00,29.4,33.3,2,6.48,800,1098,24.00,0.00,95,8.69,1.48,4.00,1879,-6,0.00,3,10.93,0.23,5.1,16,0.00,0
1383.813,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.31,0.28,off,12.15,181,1.000,10.00,0.00,0.00,29.9,33.3,2,6.41,800,1071,24.00,0.00,95,8.64,1.46,3.96,1873,3,0.00,3,10.97,0.23,4.7,16,0.00,0
1383.991,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.39,0.27,off,12.15,181,1.000,10.00,0.00,0.00,30.1,33.3,2,6.43,800,1075,24.00,0.00,95,8.53,1.44,3.94,1852,-8,0.00,3,10.98,0.23,4.7,16,0.00,0
1384.170,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.39,0.27,off,12.15,181,1.000,10.00,0.00,0.00,30.3,33.3,2,6.32,800,1034,24.00,0.00,95,8.45,1.46,3.94,1850,6,0.00,3,10.98,0.23,4.7,16,0.00,0
1384.348,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.39,0.28,off,12.15,181,1.000,10.00,0.00,0.00,29.6,33.3,2,6.24,800,1010,24.00,0.00,95,8.36,1.46,3.94,1799,-6,0.00,3,10.99,0.23,4.7,16,0.00,0
1384.521,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.43,0.27,off,12.15,181,1.000,10.00,0.00,0.00,29.9,33.3,2,6.29,800,1020,24.00,0.00,95,8.23,1.44,3.91,1805,-2,0.00,3,11.03,0.23,4.7,16,0.00,0
1384.704,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.46,0.27,off,12.15,181,1.000,10.00,0.00,0.00,30.6,33.3,2,6.16,800,981,23.50,0.00,95,8.15,1.42,3.87,1800,7,0.00,3,11.08,0.23,4.7,16,0.00,0
1384.875,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.45,0.27,off,12.15,181,1.000,10.00,0.00,0.00,30.6,33.3,2,6.15,800,983,24.00,0.00,95,8.10,1.46,3.87,1769,-5,0.00,3,11.07,0.23,4.7,16,0.00,0
1385.058,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.51,0.27,off,12.15,181,1.000,10.00,0.00,0.00,29.9,33.3,2,6.15,800,966,23.50,0.00,95,7.99,1.44,3.81,1732,-11,0.00,3,11.12,0.23,4.7,15,0.00,0
1385.233,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.52,0.27,off,12.15,181,1.000,10.00,0.00,0.00,30.8,33.3,2,6.02,800,929,22.50,0.00,95,7.73,1.42,3.77,1728,-4,0.00,3,11.16,0.23,4.7,15,0.00,0
1385.406,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.59,0.27,off,12.15,181,1.000,10.00,0.00,0.00,31.8,33.3,2,5.98,800,903,22.00,0.00,95,7.53,1.44,3.71,1691,0,0.00,3,11.22,0.23,4.3,15,0.00,0
1385.589,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.62,0.26,off,12.15,181,1.000,10.00,0.00,0.00,32.0,33.3,2,5.96,800,899,22.00,0.00,95,7.45,1.44,3.71,1665,-9,0.00,3,11.22,0.23,4.3,14,0.00,0
1385.760,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.67,0.26,off,12.15,181,1.000,10.00,0.00,0.00,31.5,33.3,2,5.93,800,874,21.50,0.00,95,7.17,1.42,3.67,1658,-8,0.00,3,11.26,0.23,4.3,14,0.00,0
1385.943,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.69,0.25,off,12.16,181,1.000,10.00,0.00,0.00,32.7,33.3,2,5.86,800,852,21.00,0.00,95,6.99,1.40,3.62,1662,-3,0.00,3,11.32,0.23,4.3,14,0.00,0
1386.118,0.00,0.00,0.00,20.44,0.00,0.0,14.36,-10.74,0.25,off,12.16,181,1.000,10.00,0.00,0.00,33.4,33.3,2,5.80,800,814,21.00,0.00,95,6.94,1.42,3.60,1621,4,0.23,3,11.32,0.23,4.3,14,0.00,0
1386.297,0.00,0.00,0.00,20.44,0.00,0.8,14.36,-10.73,0.25,off,12.16,181,1.000,10.00,0.00,0.00,31.8,33.3,2,5.81,800,814,22.00,3.12,95,6.86,1.42,3.62,1636,5,4.76,3,11.52,0.23,5.1,14,0.00,0
1386.470,0.00,0.00,0.00,20.44,0.00,2.4,14.36,-10.94,0.24,off,12.16,181,1.000,10.00,0.00,0.00,32.9,33.3,2,5.77,800,814,26.50,3.11,95,6.47,1.58,3.58,1621,5,8.51,3,11.36,0.23,6.7,14,0.00,0
1386.653,0.00,0.00,0.00,20.44,0.00,3.1,14.36,-10.52,0.28,off,12.14,181,1.000,10.00,0.00,0.00,28.7,33.3,2,5.75,800,814,37.50,3.41,95,7.24,1.60,4.14,1586,-7,6.50,3,10.79,0.23,6.3,14,0.00,0
1386.828,0.00,0.00,0.00,20.44,0.00,2.0,14.36,-10.15,0.30,off,12.12,181,1.000,10.00,0.00,0.00,27.3,33.3,2,5.79,800,814,37.50,3.44,95,7.99,1.54,4.10,1613,-12,5.81,3,10.90,0.23,5.9,14,0.00,0
1387.008,0.00,0.00,0.00,17.34,0.01,0.0,14.36,-10.38,0.27,off,12.15,181,1.000,10.00,0.00,0.00,23.3,33.3,2,5.82,800,814,37.50,3.12,95,7.49,1.52,3.91,1632,2,4.87,3,11.02,0.23,5.5,14,0.00,0
1387.182,-2.34,0.00,0.00,13.90,0.05,0.0,14.36,-10.44,0.28,off,12.16,181,1.000,10.00,0.00,0.00,20.5,33.3,2,5.76,800,810,35.50,2.75,95,7.47,1.48,3.81,1610,3,3.97,3,11.12,0.23,5.1,14,0.00,0
1387.359,-14.06,0.00,0.00,12.29,0.07,0.0,14.36,-10.62,0.26,off,14.56,181,1.000,10.00,0.00,0.00,18.6,33.3,2,5.79,800,813,34.50,2.41,95,7.16,1.44,3.64,1595,-9,0.00,3,11.30,0.23,3.9,14,0.00,0
1387.534,-16.41,0.00,0.00,12.75,0.08,0.0,14.36,-10.91,0.24,on,14.59,181,1.000,10.00,0.00,0.00,23.1,33.3,2,5.59,800,777,23.00,2.37,95,6.50,1.40,3.25,1584,-10,0.00,3,11.67,0.23,3.9,14,0.00,0
1387.712,-17.19,0.00,0.00,13.67,0.09,0.0,14.36,-11.13,0.23,on,14.60,181,1.000,10.00,0.00,0.00,26.3,33.3,2,5.26,800,652,13.00,2.14,95,5.66,1.38,3.29,1404,-24,0.00,3,11.53,0.23,3.5,14,0.00,0
1387.892,-16.41,0.00,0.00,14.93,0.09,0.0,14.36,-10.82,0.24,on,14.58,181,1.000,10.00,0.00,0.00,30.3,33.3,0,5.17,800,534,10.50,2.19,95,5.38,1.38,3.54,1259,-18,0.00,3,11.38,0.23,3.5,14,0.00,0
1388.066,0.00,0.00,0.00,15.27,0.09,0.0,14.36,-10.85,0.24,on,12.16,181,1.000,10.00,0.00,0.00,34.1,33.3,0,5.38,800,414,9.50,0.00,95,4.96,1.38,3.48,1173,-10,0.00,3,11.46,0.23,3.9,14,0.00,0
1388.244,0.00,0.00,0.00,14.59,0.10,0.0,14.36,-10.76,0.24,off,14.57,181,1.000,10.00,0.00,0.00,34.8,33.3,0,5.46,800,300,9.50,0.00,95,4.50,1.38,3.77,1068,-20,0.00,3,11.16,0.23,3.9,14,0.00,0
1388.423,0.00,0.00,0.00,14.59,0.11,0.0,14.36,-10.43,0.26,off,14.57,181,1.000,10.00,0.00,0.00,36.2,33.3,0,5.49,800,169,9.50,1.78,95,4.37,1.38,4.06,929,-26,0.00,3,10.73,0.23,3.9,13,0.00,0
1388.598,0.00,0.00,0.00,15.16,0.13,0.0,14.36,-9.95,0.29,off,12.14,181,1.000,10.00,0.00,0.00,34.6,33.3,0,5.70,800,124,17.50,1.99,95,4.25,1.44,4.56,931,8,0.00,3,10.30,0.23,4.3,12,0.00,0
