Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Accel Position (%),Baro Pressure (psi),Boost (psi),Calculated Load (g/rev),Clutch Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Lrn (°),Feedback Knock (°),Fine Knock Learn (°),Fuel Economy (mpg),Fuel Pump Duty (%),Gear Position (Gear),Idle Airflow (g/s),Idle Spd Target (RPM),Idle Speed Error (RPM),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF (g/s),MAF Volts (V),Man Abs Press (psi),RPM (RPM),RPM Delta (RPM),Req Torque (Nm),SI Drive Mode (raw),TD Boost Error (psi),Target Boost Final Rel SL (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-003 v1.7.4.1-17436][2014 USDM Impreza WRX STI COBB Custom Features][Reflash: Mehtaab 2014 STI AP base map.ptm - Realtime: Mehtaab 2014 STI AP base map.ptm]
0.000,-14.06,0.00,0.00,14.59,0.38,0.0,14.36,-8.62,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,0,5.83,800,16,14.00,1.57,120,5.17,1.40,5.76,818,-1,0.00,3,9.17,0.23,4.7,0,0.00,0
0.151,-14.06,0.00,0.00,14.59,0.38,0.0,14.36,-8.60,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,0,5.82,800,33,14.00,1.59,120,5.24,1.40,5.74,833,1,0.00,3,9.19,0.23,4.7,0,0.00,0
0.324,-14.06,0.00,0.00,14.70,0.39,0.0,14.36,-8.67,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,0,5.83,800,32,13.50,1.61,120,5.25,1.42,5.70,832,-1,0.00,3,9.22,0.23,4.7,0,0.00,0
0.508,-14.06,0.00,0.00,14.59,0.39,0.0,14.36,-8.69,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,0,5.82,800,32,14.00,1.59,120,5.24,1.46,5.70,836,2,0.00,3,9.23,0.23,4.7,0,0.00,0
0.680,-14.06,0.00,0.00,14.59,0.39,0.0,14.36,-8.69,0.37,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.82,800,33,14.00,1.60,120,5.21,1.44,5.70,833,-5,0.00,3,9.23,0.23,4.7,0,0.00,0
0.855,-14.06,0.00,0.00,14.59,0.40,0.0,14.36,-8.69,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.82,800,25,14.50,1.59,120,5.18,1.44,5.70,828,5,0.00,3,9.23,0.23,4.7,0,0.00,0
1.034,-14.06,0.00,0.00,14.59,0.40,0.0,14.36,-8.69,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.90,800,18,14.00,1.55,120,5.22,1.42,5.70,809,-4,0.00,3,9.23,0.23,4.7,0,0.00,0
1.226,-14.06,0.00,0.00,14.59,0.40,0.0,14.36,-8.64,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.80,800,8,15.50,1.55,120,5.07,1.40,5.76,807,-1,0.00,3,9.19,0.23,4.7,0,0.00,0
1.393,-14.06,0.00,0.00,14.59,0.41,0.0,14.36,-8.59,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.83,800,13,15.50,1.57,120,5.16,1.40,5.78,816,1,0.00,3,9.14,0.23,4.7,0,0.00,0
1.563,-14.06,0.00,0.00,14.59,0.41,0.0,14.36,-8.57,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.82,800,12,14.00,1.75,120,5.20,1.44,5.84,813,-1,0.00,3,9.09,0.23,4.7,0,0.00,0
1.744,-14.06,0.00,0.00,14.59,0.41,0.0,14.36,-8.56,0.39,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.81,800,21,14.00,1.75,120,5.24,1.44,5.82,820,3,0.00,3,9.10,0.23,4.7,0,0.00,0
1.928,-14.06,0.00,0.00,14.59,0.41,0.0,14.36,-8.59,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.82,800,27,13.50,1.60,120,5.28,1.44,5.78,833,3,0.00,3,9.15,0.23,4.7,0,0.00,0
2.098,-14.06,0.00,0.00,14.59,0.41,0.0,14.36,-8.62,0.39,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.82,800,19,13.50,1.57,120,5.27,1.40,5.76,817,-2,0.00,3,9.17,0.23,4.7,0,0.00,0
2.274,-14.06,0.00,0.00,14.59,0.41,0.0,14.36,-8.59,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.80,800,21,14.50,1.59,120,5.21,1.40,5.74,829,4,0.00,3,9.19,0.23,4.7,0,0.00,0
2.449,-14.06,0.00,0.00,14.59,0.42,0.0,14.36,-8.63,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.84,800,14,14.00,1.56,120,5.22,1.38,5.76,812,-2,0.00,3,9.16,0.23,4.7,0,0.00,0
2.630,-14.06,0.00,0.00,14.59,0.42,0.0,14.36,-8.60,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.85,800,11,14.50,1.71,120,5.20,1.44,5.80,807,0,0.00,3,9.14,0.23,4.7,0,0.00,0
2.803,-14.06,0.00,0.00,14.59,0.42,0.0,14.36,-8.59,0.38,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.83,800,2,15.50,1.74,120,5.12,1.44,5.82,814,-3,0.00,3,9.11,0.23,4.7,0,0.00,0
2.982,-14.06,0.00,0.00,14.59,0.42,0.0,14.36,-8.56,0.39,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.86,800,-6,15.50,1.52,120,5.16,1.40,5.84,793,-1,0.00,3,9.09,0.23,4.7,0,0.00,0
3.162,-14.06,0.00,0.00,14.59,0.43,0.0,14.36,-8.51,0.39,on,14.58,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.84,800,-9,16.50,1.68,120,5.12,1.40,5.90,792,1,0.00,3,9.04,0.23,4.7,0,0.00,0
3.339,-14.06,0.00,0.00,14.59,0.43,0.0,14.36,-8.47,0.39,on,14.57,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.84,800,-14,17.00,1.68,120,5.15,1.42,5.94,786,-7,0.00,3,8.99,0.23,4.7,0,0.00,0
3.518,-14.06,0.00,0.00,14.59,0.43,0.0,14.36,-8.42,0.40,on,14.57,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.87,800,-34,18.00,1.61,120,5.11,1.40,5.98,754,-7,0.00,3,8.88,0.23,4.7,0,0.00,0
3.691,-14.06,0.00,0.00,14.59,0.44,0.0,14.36,-8.31,0.41,on,14.56,192,1.000,10.00,0.00,0.00,0.0,100.0,1,5.91,800,-54,19.00,1.53,120,5.07,1.44,6.11,719,-12,0.00,3,8.75,0.23,4.7,0,0.00,0
3.870,-14.06,0.00,0.00,14.47,0.44,0.0,14.36,-8.16,0.42,on,14.55,192,1.000,10.00,0.00,0.00,0.0,100.0,1,6.72,800,-93,20.00,1.47,120,4.89,1.48,6.36,688,-11,0.00,3,8.57,0.23,5.5,0,0.00,0
4.047,-14.84,0.00,0.00,14.47,0.44,0.0,14.36,-7.79,0.45,on,14.53,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.50,800,-134,20.50,1.65,120,4.92,1.48,6.96,645,-13,0.00,3,7.97,0.23,5.9,0,0.00,0
4.224,-14.84,0.00,0.00,14.47,0.44,0.0,14.36,-7.23,0.49,on,12.85,190,1.000,10.00,0.00,0.00,0.0,100.0,1,8.38,800,-160,21.00,1.79,120,5.20,1.48,7.58,646,2,0.00,3,7.10,0.23,6.7,0,0.00,0
4.399,-14.06,0.00,0.00,14.70,0.44,0.0,14.36,-6.33,0.54,on,12.34,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.87,800,-92,20.50,2.03,120,5.81,1.52,8.35,731,21,0.00,3,6.48,0.23,6.3,0,0.00,0
4.579,-14.06,0.00,0.00,14.93,0.44,0.0,14.36,-6.00,0.57,on,13.48,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.47,800,6,15.50,2.22,120,7.78,1.46,8.16,867,25,0.00,3,6.77,0.23,5.9,0,0.00,0
4.757,-13.28,0.00,0.00,14.59,0.44,0.0,14.36,-6.70,0.54,on,16.58,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.56,800,91,10.00,2.11,120,8.16,1.48,7.35,898,3,0.00,3,7.58,0.23,5.9,0,0.00,0
4.928,-14.06,0.00,0.00,14.36,0.44,0.0,14.36,-7.21,0.50,on,14.54,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.62,800,82,9.00,2.02,120,7.58,1.50,7.04,863,-13,0.00,3,7.90,0.23,5.9,0,0.00,0
5.110,-14.06,0.00,0.00,14.47,0.43,0.0,14.36,-7.31,0.49,on,14.56,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.65,800,58,14.50,2.01,120,6.84,1.50,7.06,858,5,0.00,3,7.86,0.23,5.9,0,0.00,0
5.289,-14.84,0.00,0.00,14.47,0.44,0.0,14.36,-7.34,0.48,on,14.56,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.64,800,72,14.50,2.05,120,7.01,1.52,7.04,868,-2,0.00,3,7.89,0.23,5.9,0,0.00,0
5.468,-14.84,0.00,0.00,14.36,0.44,0.0,14.36,-7.35,0.48,on,14.56,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.61,800,69,16.00,2.09,120,6.98,1.50,7.00,891,10,0.00,3,7.92,0.23,5.9,0,0.00,0
5.641,-14.84,0.00,0.00,14.47,0.44,0.0,14.36,-7.43,0.48,on,14.58,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.53,800,116,12.00,2.17,120,7.20,1.44,6.86,926,6,0.00,3,8.07,0.23,5.9,0,0.00,0
5.819,-14.84,0.00,0.00,14.47,0.44,0.0,14.36,-7.65,0.46,on,14.58,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.48,800,160,11.00,2.05,120,7.28,1.50,6.65,963,2,0.00,3,8.41,0.23,5.9,0,0.00,0
5.990,-14.84,0.00,0.00,14.47,0.45,0.0,14.36,-7.94,0.43,on,14.59,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.36,800,174,11.50,2.09,120,7.16,1.50,6.34,974,-2,0.00,3,8.63,0.23,5.9,0,0.00,0
6.174,-15.62,0.00,0.00,14.36,0.45,0.0,14.36,-8.19,0.42,on,14.59,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.21,800,185,13.00,2.10,120,6.91,1.48,6.13,984,-3,0.00,3,8.80,0.23,5.9,0,0.00,0
6.342,-15.62,0.00,0.00,14.36,0.45,0.0,14.36,-8.31,0.41,on,14.59,190,1.000,10.00,0.00,0.00,0.0,100.0,1,7.11,800,179,15.50,2.09,120,6.67,1.46,5.99,979,1,0.00,3,8.93,0.23,5.5,0,0.00,0
6.521,-15.62,0.00,0.00,14.47,0.45,0.0,14.36,-8.41,0.40,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,7.03,800,173,16.00,1.88,120,6.49,1.48,5.94,977,3,0.00,3,9.02,0.23,5.5,0,0.00,0
6.697,-15.62,0.00,0.00,14.59,0.45,0.0,14.36,-8.50,0.40,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,7.01,800,149,18.50,1.77,120,6.31,1.46,5.92,920,-4,0.00,3,8.99,0.23,5.5,0,0.00,0
6.881,-15.62,0.00,0.00,14.81,0.46,0.0,14.36,-8.42,0.40,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,7.01,800,104,22.00,1.88,120,6.08,1.50,6.05,864,-14,0.00,3,8.87,0.23,5.5,0,0.00,0
7.053,-14.84,0.00,0.00,15.27,0.46,0.0,14.36,-8.23,0.42,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,7.05,800,39,22.00,1.72,120,5.91,1.50,6.32,800,-14,0.00,3,8.62,0.23,5.5,0,0.00,0
7.227,-12.50,0.00,0.00,15.96,0.47,0.0,14.36,-7.93,0.44,on,14.58,190,1.000,10.00,0.00,0.00,0.0,33.3,1,7.14,800,-32,20.00,1.78,120,5.68,1.46,6.71,760,-7,0.00,3,8.23,0.23,5.9,1,0.00,0
7.410,-10.94,0.00,0.00,16.31,0.47,0.0,14.36,-7.50,0.47,on,14.55,190,1.000,10.00,0.00,0.00,2.8,33.3,1,7.24,800,-64,22.00,1.88,120,5.75,1.50,7.00,736,-6,0.00,3,7.77,0.23,5.9,1,0.00,0
7.582,-9.38,0.00,0.00,16.54,0.47,0.0,14.36,-7.14,0.49,on,14.53,190,1.000,10.00,0.00,0.00,2.6,33.3,1,7.26,800,-65,22.00,1.93,120,5.95,1.48,7.37,755,6,0.00,3,7.56,0.23,5.9,1,0.00,0
7.767,-7.03,0.00,0.00,16.54,0.46,0.0,14.36,-6.94,0.51,on,14.51,190,1.000,10.00,0.00,0.00,2.4,33.3,1,7.22,800,-19,18.00,2.04,120,6.55,1.52,7.44,796,12,0.00,3,7.49,0.23,5.9,1,0.00,0
7.941,-4.69,0.00,0.00,16.31,0.41,0.0,14.36,-6.99,0.51,on,14.52,190,1.000,10.00,0.00,0.00,2.4,33.3,1,7.22,800,24,14.50,2.15,120,6.99,1.50,7.29,839,6,0.00,3,7.64,0.23,5.9,1,0.00,0
8.117,-3.12,0.00,0.00,15.96,0.31,0.0,14.36,-7.18,0.49,on,14.55,190,1.000,10.00,0.00,0.00,2.1,33.3,1,7.21,800,101,13.00,2.33,120,7.07,1.48,7.08,933,18,0.00,3,7.98,0.23,5.9,1,0.00,0
8.293,-2.34,0.00,0.00,15.39,0.22,0.0,14.36,-7.60,0.46,on,14.58,190,1.000,10.00,0.00,0.00,1.9,33.3,1,7.05,800,156,10.50,2.53,120,7.43,1.46,6.63,989,10,0.00,3,8.29,0.23,5.5,1,0.00,0
8.470,-2.34,0.00,0.00,14.93,0.09,0.0,14.36,-8.00,0.43,on,16.75,190,1.000,10.00,0.00,0.00,2.1,33.3,1,6.90,800,202,9.00,2.32,120,7.24,1.46,6.17,989,2,0.00,3,8.81,0.23,5.5,1,0.00,0
8.648,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-8.37,0.41,on,14.59,190,1.000,10.00,0.00,0.00,2.1,33.3,1,6.81,800,183,11.50,2.31,120,6.70,1.44,5.86,984,-1,0.00,3,9.06,0.23,5.5,1,0.00,0
8.821,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-8.56,0.39,on,14.59,190,1.000,10.00,0.00,0.00,2.1,33.3,1,6.64,800,193,13.00,2.09,120,6.48,1.42,5.76,980,-6,0.00,3,9.22,0.23,5.1,1,0.00,0
9.000,-2.34,0.00,0.00,14.47,0.00,0.0,14.36,-8.71,0.38,on,14.59,190,1.000,10.00,0.00,0.00,2.4,33.3,1,8.24,800,171,17.50,2.07,120,6.20,1.54,5.70,962,-3,0.00,3,9.06,0.23,6.3,1,0.00,0
9.174,-3.12,0.00,0.00,14.47,0.00,0.0,14.36,-8.31,0.40,on,14.59,190,1.000,10.00,0.00,0.00,2.1,33.3,1,7.83,800,164,18.50,2.24,120,6.39,1.54,6.21,956,-1,0.00,3,8.72,0.23,5.9,1,0.00,0
9.352,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-8.02,0.43,on,14.58,190,1.000,10.00,0.00,0.00,2.1,33.3,1,6.18,800,171,16.00,2.27,120,6.76,1.44,6.17,966,-2,0.00,3,8.76,0.23,4.7,0,0.00,0
9.538,-2.34,0.00,0.00,15.04,0.00,0.0,14.36,-8.41,0.41,on,17.05,190,1.000,10.00,0.00,0.00,0.0,33.3,1,6.36,800,118,4.00,2.11,120,6.43,1.44,5.92,898,-19,0.00,3,9.04,0.23,5.1,0,0.00,0
9.714,-1.56,0.00,0.00,15.16,0.00,0.0,14.36,-8.48,0.40,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,6.47,800,53,4.00,1.99,120,5.71,1.48,5.96,846,2,0.00,3,8.91,0.23,5.1,0,0.00,0
9.887,-0.78,0.00,0.00,14.93,0.00,0.0,14.36,-8.35,0.40,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,6.28,800,84,21.50,2.12,120,5.67,1.46,6.05,923,14,0.00,3,8.88,0.23,5.1,0,0.00,0
10.061,-0.78,0.00,0.00,14.81,0.00,0.0,14.36,-8.41,0.40,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,6.24,800,119,14.50,2.17,120,6.16,1.42,5.90,926,2,0.00,3,9.04,0.23,5.1,0,0.00,0
10.237,-0.78,0.00,0.00,14.81,0.00,0.0,14.36,-8.54,0.39,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,6.18,800,131,14.50,1.99,120,6.08,1.44,5.76,930,-1,0.00,3,9.16,0.23,5.1,0,0.00,0
10.415,-0.78,0.00,0.00,14.59,0.00,0.0,14.36,-8.65,0.38,on,14.59,190,1.000,10.00,0.00,0.00,0.0,33.3,1,6.13,800,138,14.50,2.01,120,5.97,1.40,5.70,943,3,0.00,3,9.28,0.23,4.7,0,0.00,0
10.604,-0.78,0.00,0.00,14.47,0.00,0.0,14.36,-8.74,0.38,on,14.59,189,1.000,10.00,0.00,0.00,0.0,33.3,1,6.04,800,138,14.50,1.98,120,5.87,1.42,5.59,936,1,0.00,3,9.34,0.23,4.7,1,0.00,0
10.778,-0.78,0.00,0.00,14.36,0.00,0.0,14.36,-8.85,0.37,on,14.59,189,1.000,10.00,0.00,0.00,2.4,33.3,1,5.94,800,136,15.00,1.97,120,5.74,1.38,5.51,925,-6,0.00,3,9.42,0.23,4.7,1,0.00,0
10.949,-1.56,0.00,0.00,14.36,0.00,0.0,14.36,-8.88,0.36,on,14.59,189,1.000,10.00,0.00,0.00,2.4,33.3,1,5.86,800,122,17.00,1.98,120,5.62,1.40,5.47,916,-5,0.00,3,9.48,0.23,4.7,1,0.00,0
11.124,-1.56,0.00,0.00,14.24,0.00,0.0,14.36,-8.93,0.36,on,14.59,189,1.000,10.00,0.00,0.00,2.6,33.3,1,5.83,800,109,18.50,1.93,120,5.48,1.40,5.43,906,-2,0.00,3,9.48,0.23,4.7,1,0.00,0
11.308,-2.34,0.00,0.00,14.24,0.00,0.0,14.36,-8.93,0.36,on,14.59,189,1.000,10.00,0.00,0.00,2.6,33.3,1,5.80,800,95,19.50,1.90,120,5.35,1.40,5.45,890,1,0.00,3,9.48,0.23,4.7,1,0.00,0
11.483,-2.34,0.00,0.00,14.24,0.00,0.0,14.36,-8.93,0.36,on,14.59,189,1.000,10.00,0.00,0.00,2.6,33.3,1,5.75,800,84,19.50,1.88,120,5.32,1.42,5.45,880,-6,0.00,3,9.48,0.23,4.7,1,0.00,0
11.661,-2.34,0.00,0.00,14.24,0.00,0.0,14.36,-8.92,0.36,on,14.59,189,1.000,10.00,0.00,0.00,2.6,33.3,1,7.33,800,65,20.00,1.83,122,5.22,1.52,5.65,860,-1,0.00,3,9.28,0.23,5.9,1,0.00,0
11.833,-3.12,0.00,0.00,14.36,0.00,0.0,14.36,-8.43,0.39,on,13.16,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.90,800,49,20.50,2.00,122,5.55,1.52,6.15,850,0,0.00,3,8.60,0.23,3.9,1,0.00,0
12.009,-3.12,0.00,0.00,14.59,0.00,0.0,14.36,-8.08,0.43,on,14.56,189,1.000,10.00,0.00,0.00,2.4,33.3,1,5.37,800,55,4.00,1.74,122,6.08,1.40,6.03,805,-14,0.00,3,9.05,0.23,4.3,1,0.00,0
12.189,-2.34,0.00,0.00,14.81,0.00,0.0,14.36,-8.57,0.40,on,14.59,189,1.000,10.00,0.00,0.00,3.1,33.3,1,7.99,800,-22,4.00,1.70,122,5.29,1.44,5.80,723,-19,0.00,3,9.13,0.23,5.5,1,0.00,0
12.361,-2.34,0.00,0.00,14.93,0.00,0.0,14.36,-8.40,0.39,on,14.58,189,1.000,10.00,0.00,0.00,3.1,33.3,1,6.60,800,-98,21.00,1.85,122,4.59,1.44,6.56,721,7,0.00,3,8.37,0.23,5.1,1,0.00,0
12.539,-1.56,0.00,0.00,14.81,0.00,0.0,14.36,-7.72,0.44,on,14.52,189,1.000,10.00,0.00,0.00,2.6,33.3,1,6.19,800,-27,20.00,1.86,122,5.37,1.40,6.71,802,16,0.00,3,8.28,0.23,4.7,1,0.00,0
12.714,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-7.78,0.43,on,14.54,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.15,800,24,14.00,1.99,122,6.08,1.46,6.44,862,11,0.00,3,8.60,0.23,4.7,1,0.00,0
12.891,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-8.11,0.42,on,14.56,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.24,800,70,11.50,2.05,122,6.08,1.42,6.09,874,-0,0.00,3,8.83,0.23,5.1,1,0.00,0
13.074,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-8.39,0.40,on,14.59,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.28,800,78,11.50,2.06,122,5.91,1.44,5.99,876,0,0.00,3,8.94,0.23,5.1,1,0.00,0
13.248,-2.34,0.00,0.00,14.36,0.00,0.0,14.36,-8.41,0.40,on,14.59,189,1.000,10.00,0.00,0.00,2.4,33.3,1,7.87,800,55,13.50,1.98,122,5.75,1.52,6.23,844,-6,0.00,3,8.71,0.23,6.3,1,0.00,0
13.428,-3.12,0.00,0.00,14.24,0.00,0.0,14.36,-7.89,0.44,on,13.24,189,1.000,10.00,0.00,0.00,2.4,33.3,1,7.64,800,14,14.50,2.12,122,5.93,1.50,6.63,827,4,0.00,3,8.09,0.23,5.9,1,0.00,0
13.603,-3.12,0.00,0.00,14.47,0.00,0.0,14.36,-7.43,0.47,on,14.51,189,1.000,10.00,0.00,0.00,2.1,33.3,1,6.05,800,50,4.00,2.17,122,6.58,1.36,6.81,847,-3,0.00,3,8.13,0.23,4.7,1,0.00,0
13.780,-2.34,0.00,0.00,14.93,0.00,0.0,14.36,-7.93,0.44,on,16.94,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.18,800,50,4.00,1.93,122,6.34,1.42,6.32,822,-10,0.00,3,8.60,0.23,4.7,1,0.00,0
13.959,-2.34,0.00,0.00,14.81,0.00,0.0,14.36,-8.16,0.42,on,14.58,189,1.000,10.00,0.00,0.00,2.6,33.3,1,6.42,800,-27,17.00,1.84,122,5.58,1.46,6.30,784,4,0.00,3,8.63,0.23,5.1,1,0.00,0
14.133,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-8.03,0.42,on,14.58,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.31,800,28,15.00,1.95,122,5.57,1.46,6.38,832,8,0.00,3,8.59,0.23,5.1,1,0.00,0
14.315,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-8.05,0.42,on,14.58,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.30,800,45,13.00,2.01,122,5.98,1.48,6.28,858,1,0.00,3,8.68,0.23,5.1,1,0.00,0
14.488,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-8.16,0.42,on,14.58,189,1.000,10.00,0.00,0.00,2.4,33.3,1,7.99,800,60,12.00,2.00,122,5.97,1.56,6.32,852,-2,0.00,3,8.62,0.23,6.3,1,0.00,0
14.662,-1.56,0.00,0.00,14.70,0.00,0.0,14.36,-7.85,0.44,on,13.63,189,1.000,10.00,0.00,0.00,2.4,33.3,1,7.63,800,36,12.50,2.14,122,6.09,1.54,6.86,836,-0,0.00,3,8.07,0.23,5.9,1,0.00,0
14.840,-1.56,0.00,0.00,14.70,0.00,0.0,14.36,-7.39,0.48,on,14.52,189,1.000,10.00,0.00,0.00,2.1,33.3,1,6.81,800,71,12.00,2.24,122,6.66,1.48,6.92,876,9,0.00,3,8.17,0.23,5.1,1,0.00,0
15.018,-0.78,0.00,0.00,14.93,0.00,0.0,14.36,-7.69,0.45,on,14.56,189,1.000,10.00,0.00,0.00,2.1,33.3,1,6.07,800,98,11.00,2.16,122,6.81,1.44,6.57,919,5,0.00,3,8.48,0.23,4.7,1,0.00,0
15.198,-0.78,0.00,0.00,14.70,0.00,0.0,14.36,-8.16,0.43,on,14.58,189,1.000,10.00,0.00,0.00,2.1,33.3,1,6.15,800,117,4.00,2.12,122,6.67,1.40,6.11,905,-1,0.00,3,8.82,0.23,4.7,1,0.00,0
15.371,-1.56,0.00,0.00,14.24,0.00,0.0,14.36,-8.35,0.41,on,14.59,189,1.000,10.00,0.00,0.00,2.4,33.3,1,6.19,800,70,4.00,2.00,122,5.95,1.44,5.99,852,-0,0.00,3,8.93,0.23,5.1,1,0.00,0
15.552,-2.34,0.00,0.00,14.01,0.00,0.0,14.36,-8.34,0.40,on,14.59,187,1.000,10.00,0.00,0.00,2.4,33.3,1,7.85,800,76,17.50,2.08,122,5.75,1.58,6.11,884,-2,0.00,3,8.47,0.23,5.9,1,0.00,0
15.728,-3.12,0.00,0.00,14.13,0.00,0.0,14.36,-7.82,0.44,on,13.18,187,1.000,10.00,0.00,0.00,2.1,33.3,1,7.35,800,94,14.50,2.29,122,6.29,1.48,6.65,909,9,0.00,3,8.29,0.23,5.1,0,0.00,0
15.902,-3.12,0.00,0.00,14.47,0.00,0.0,14.36,-7.83,0.45,on,14.56,187,1.000,10.00,0.00,0.00,0.0,33.3,1,5.83,800,111,4.00,1.91,122,6.85,1.34,6.28,896,-7,0.00,3,8.64,0.23,4.7,0,0.00,0
16.085,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-8.35,0.41,on,17.10,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.28,800,66,4.00,1.96,122,6.05,1.42,5.98,836,-15,0.00,3,8.96,0.23,5.1,0,0.00,0
16.262,-2.34,0.00,0.00,14.59,0.00,0.0,14.36,-8.35,0.40,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.38,800,27,20.50,1.96,122,5.48,1.44,6.15,837,5,0.00,3,8.79,0.23,5.1,0,0.00,0
16.434,-3.12,0.00,0.00,14.59,0.00,0.0,14.36,-8.24,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.31,800,71,15.50,2.07,122,5.80,1.44,6.15,880,8,0.00,3,8.81,0.23,5.1,0,0.00,0
16.617,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-8.25,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.26,800,80,12.50,2.07,122,6.01,1.46,6.11,882,5,0.00,3,8.81,0.23,5.1,0,0.00,0
16.786,-2.34,0.00,0.00,14.81,0.00,0.0,14.36,-8.30,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,8.01,800,89,14.00,2.10,122,6.02,1.52,6.03,882,-5,0.00,3,8.89,0.23,6.3,0,0.00,0
16.965,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-8.24,0.41,on,14.59,187,1.000,10.00,0.00,0.00,0.0,33.3,1,7.70,800,77,15.50,2.22,122,6.04,1.52,6.54,868,-3,0.00,3,8.38,0.23,6.3,0,0.00,0
17.141,-2.34,0.00,0.00,14.70,0.00,0.0,14.36,-7.69,0.45,on,14.55,187,1.000,10.00,0.00,0.00,0.0,33.3,1,6.83,800,77,15.50,2.24,122,6.42,1.46,6.77,874,-1,0.00,3,8.18,0.23,5.1,0,0.00,0
